Warning, this file was generated with a script to convert MCNP output to SCALE s
       238 number of neutron groups
        67   number of sensitivity profiles          67 are region integrated
  0.999910 +/-   0.000060  k-eff from the forward case
energy boundaries:
  0.000000E+00 -1.117200E-08  0.000000E+00  0.000000E+00  1.379400E-07
  0.000000E+00  0.000000E+00  0.000000E+00 -1.111300E-08  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  3.676764E-08  7.061555E-08  8.666064E-08  1.161829E-07  1.508809E-07
  6.414282E-07  8.401184E-07  1.669620E-06  2.380833E-06  2.059034E-06
  4.420864E-06  3.654386E-06  1.935203E-06  4.300181E-06 -3.151848E-06
 -2.118588E-06 -1.391879E-06 -1.203137E-06 -1.776151E-06 -1.493595E-06
 -2.031722E-06 -1.978184E-06 -2.032205E-06 -9.445684E-07 -1.015984E-06
 -7.659831E-07 -1.270270E-06 -1.788436E-06 -1.844539E-06 -6.818027E-07
 -1.972781E-06 -1.218478E-06 -9.529687E-07 -1.690422E-06 -1.316342E-06
 -1.115567E-06 -8.232970E-07 -1.049055E-06 -1.981985E-06  1.521315E-06
  1.572289E-06  1.148454E-06  8.783208E-07  1.064500E-06  6.669522E-07
  2.821271E-07  4.229688E-07  2.484444E-07  5.694865E-07  4.873070E-07
  2.042354E-07  3.545827E-07  5.128705E-07  3.199350E-07  3.552948E-07
  2.313910E-07  2.112066E-07  1.245966E-07  1.476678E-07  1.215747E-07
  4.307263E-08  7.119468E-08  3.839917E-08  4.060113E-08  2.851555E-08
 -3.729115E-08  3.808790E-08  5.634057E-08  4.303274E-08  4.761951E-08
  2.471805E-08  5.944641E-09  2.997336E-08  2.311821E-08  9.596914E-09
  6.908212E-09  2.265463E-08 -2.173596E-10  5.169003E-09  1.315432E-08
  2.820616E-08 -3.065484E-10 -2.172227E-10 -2.627296E-10 -3.791556E-10
 -3.000308E-10 -3.537003E-10 -1.113330E-10 -1.892492E-10 -1.560265E-10
 -2.634750E-10 -1.103983E-10 -1.886986E-10 -1.108159E-10 -1.901119E-10
 -1.554322E-10 -1.105375E-10  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.114225E-10 -1.101397E-10  0.000000E+00
  0.000000E+00  0.000000E+00 -1.107960E-10 -1.104480E-10  0.000000E+00
 -1.099707E-10 -1.099210E-10 -1.106469E-10  0.000000E+00  4.295908E-09
 -1.548728E-10 -1.099309E-10 -1.891803E-10 -1.564530E-10  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.549847E-10 -1.108955E-10 -1.107463E-10
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00 -1.110944E-10  0.000000E+00  0.000000E+00  1.487131E-09
  0.000000E+00  0.000000E+00  0.000000E+00 -1.105077E-10  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
u-235        delayed,chi      92235   1455
      0      0                                                  
  0.000000E+00  0.000000E+00      0      0
 -1.110000E-10  1.752628E-07  5.876802E-04  2.938401E-04  1.206405E-07
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  4.004800E-08 -4.892600E-07  5.890900E-07 -4.788200E-06
 -5.486300E-06 -9.158600E-07 -8.767600E-07 -5.878500E-06 -4.440400E-06
 -7.240500E-06 -1.419400E-05 -1.528200E-05 -4.209800E-06 -5.676000E-06
 -2.957800E-06 -9.958000E-06 -2.494600E-05 -2.691500E-05 -3.275100E-06
 -4.002400E-05 -1.508900E-05 -9.217900E-06 -3.383300E-05 -1.132600E-05
 -8.938800E-06 -6.448500E-06 -1.131100E-05 -1.830000E-05 -1.287900E-06
  2.793500E-05  2.144400E-05  2.234700E-05  3.612100E-05  1.862300E-05
  2.876400E-06  7.937500E-06  2.324800E-06  2.456900E-05  1.512200E-05
  2.651600E-06  9.839900E-06  2.398400E-05  5.172600E-06  1.395700E-05
  8.840300E-06  1.023400E-05  5.468400E-06  1.227900E-05  8.391100E-06
  7.218400E-07  1.441600E-06  7.509800E-07  7.496500E-07  4.902900E-07
  2.288800E-07  1.104300E-06  9.783400E-07  9.339500E-07  1.560900E-06
  3.515300E-07  4.839600E-08  4.507000E-07  4.231500E-07  2.148800E-07
 -5.322000E-08  5.508100E-07 -3.392600E-08  1.355000E-07  4.234500E-07
  1.215100E-06 -4.522300E-08 -2.226000E-08 -4.501300E-08 -6.765500E-08
 -3.361000E-08 -2.244200E-08  0.000000E+00 -2.218100E-08 -1.130100E-08
 -2.143600E-08  0.000000E+00  0.000000E+00  0.000000E+00 -1.152700E-08
 -1.139200E-08  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.124500E-08  0.000000E+00  0.000000E+00
 -1.110000E-08 -1.128800E-08 -1.098300E-08  0.000000E+00  2.117600E-07
 -2.198200E-08  0.000000E+00 -2.225300E-08 -1.116600E-08  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.107400E-08  0.000000E+00 -1.131400E-08
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.073200E-07
  0.000000E+00  0.000000E+00  0.000000E+00 -1.100400E-08  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  3.503759E-09 -3.122947E-09  8.412205E-09 -1.065375E-08
 -1.010028E-08 -6.753552E-09 -5.923391E-09 -9.587833E-09 -7.983839E-09
 -1.679072E-08 -1.659279E-08 -1.951511E-08 -9.552036E-09 -1.144282E-08
 -8.556915E-09 -1.542494E-08 -2.225183E-08 -2.707649E-08 -9.815475E-09
 -3.125874E-08 -2.566639E-08 -1.874921E-08 -3.559232E-08 -3.110120E-08
 -2.391129E-08 -1.895214E-08 -2.539320E-08 -5.832210E-08 -4.574621E-08
  4.908179E-08  4.453919E-08  3.836980E-08  4.724627E-08  2.964782E-08
  1.472142E-08  2.104231E-08  1.216800E-08  2.791038E-08  2.333325E-08
  1.022457E-08  1.811526E-08  2.873283E-08  2.114042E-08  2.727198E-08
  2.285218E-08  2.264784E-08  1.454048E-08  1.747302E-08  1.480190E-08
  5.461441E-09  9.606822E-09  5.348480E-09  5.767807E-09  3.822301E-09
  5.452150E-09  6.080276E-09  9.270750E-09  7.182076E-09  8.528758E-09
  4.882400E-09  1.202931E-09  6.736162E-09  6.112402E-09  2.606494E-09
 -2.120498E-09  6.497355E-09 -1.925979E-10  1.704454E-09  4.325118E-09
  9.573773E-09 -2.210952E-10 -1.556419E-10 -2.200235E-10 -2.668990E-10
 -1.908376E-10 -1.569593E-10  0.000000E+00 -1.551117E-10 -1.123771E-10
 -1.499234E-10  0.000000E+00  0.000000E+00  0.000000E+00 -1.146245E-10
 -1.132820E-10  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.118203E-10  0.000000E+00  0.000000E+00
 -1.103784E-10 -1.122479E-10 -1.092150E-10  0.000000E+00  2.339948E-09
 -1.536981E-10  0.000000E+00 -1.556152E-10 -1.110347E-10  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.101199E-10  0.000000E+00 -1.125064E-10
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  1.183203E-09
  0.000000E+00  0.000000E+00  0.000000E+00 -1.094238E-10  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
u-235        delayed,nu       92235    455
      0      0                                                  
  0.000000E+00  0.000000E+00      0      0
  6.303060E-03  1.588553E-07  6.303060E-03  0.000000E+00  0.000000E+00
  2.823700E-08  1.956700E-08  6.795600E-08  1.787000E-07  3.521900E-07
  4.252600E-06  1.248500E-05  4.013500E-05  1.199400E-04  8.770000E-05
  4.679900E-04  3.403100E-04  9.728900E-05  4.970400E-04  4.369500E-04
  1.431900E-04  6.424500E-05  6.026100E-05  1.046500E-04  8.334000E-05
  1.770100E-04  1.733400E-04  1.877200E-04  4.505800E-05  5.479100E-05
  3.025000E-05  9.133200E-05  1.680500E-04  1.855200E-04  2.260100E-05
  1.946600E-04  7.929900E-05  7.412800E-05  1.703300E-04  1.046000E-04
  1.087300E-04  7.720300E-05  7.853300E-05  2.830400E-04  2.534900E-04
  3.368600E-04  2.448000E-04  1.066700E-04  1.392800E-04  6.968000E-05
  1.435500E-05  3.293800E-05  9.439000E-06  5.603600E-05  3.154500E-05
  8.290100E-06  2.154000E-05  5.169300E-05  1.400300E-05  1.987900E-05
  8.447400E-06  6.136700E-06  2.411600E-06  2.477500E-06  2.586300E-06
  1.833900E-07  8.752000E-07  5.362000E-07  2.647600E-07  1.005500E-07
  6.197800E-07  2.232900E-07  7.382200E-09  3.401800E-07  1.447800E-07
  6.083100E-08  4.914700E-09  2.749600E-07  1.921700E-07  7.886500E-10
  1.777000E-08  2.596900E-09  0.000000E+00  2.539000E-08  0.000000E+00
  1.893500E-09  4.740400E-09  0.000000E+00  5.305300E-10  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  8.920300E-10  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  1.058605E-10  9.760020E-11  2.072658E-10  4.499666E-10  6.945187E-10
  2.564318E-09  3.658105E-09  8.548755E-09  1.811094E-08  1.525980E-08
  3.463126E-08  3.675348E-08  1.916593E-08  4.473360E-08  3.845160E-08
  2.362635E-08  1.477635E-08  1.578838E-08  1.946490E-08  1.916820E-08
  2.938366E-08  2.721438E-08  2.590536E-08  1.324705E-08  1.523190E-08
  1.225125E-08  1.726175E-08  2.688800E-08  3.005424E-08  8.362370E-09
  3.153492E-08  1.966615E-08  1.623403E-08  2.503851E-08  2.238440E-08
  2.315949E-08  2.061320E-08  1.602073E-08  3.254960E-08  3.472813E-08
  4.076006E-08  3.280320E-08  2.314739E-08  2.200624E-08  1.595672E-08
  7.722990E-09  1.284582E-08  6.682812E-09  1.574612E-08  1.176628E-08
  6.549179E-09  1.064076E-08  1.633499E-08  6.455383E-09  9.502162E-09
  6.056786E-09  4.136136E-09  2.787810E-09  3.396652E-09  3.113905E-09
  1.112260E-09  1.858050E-09  1.535677E-09  8.670890E-10  4.604184E-10
  2.638403E-09  1.610367E-09  4.562938E-11  1.158653E-09  7.441692E-10
  2.637024E-10  4.887178E-11  1.519979E-09  8.172990E-10  7.634132E-12
  1.176907E-10  1.285465E-11  0.000000E+00  2.524782E-10  0.000000E+00
  1.475794E-11  4.713854E-11  0.000000E+00  4.230446E-12  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  8.870346E-12  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
u-235        elastic          92235      2
      0      0                                                  
  0.000000E+00  0.000000E+00      0      0
  1.027569E-01  1.445777E-05  1.028468E-01 -4.492150E-05  3.630595E-07
  2.037200E-06 -1.269300E-06 -2.498500E-06 -2.696900E-06  4.335500E-06
  5.754700E-05  1.138400E-04  3.385500E-04  9.133600E-04  3.925500E-04
  3.350400E-03  2.734000E-03  8.526300E-04  4.805200E-03  4.672500E-03
  1.554300E-03  6.320300E-04  5.404700E-04  1.358100E-03  1.296800E-03
  1.878400E-03  2.248000E-03  2.564900E-03  4.943200E-04  7.070000E-04
  5.759100E-04  1.267100E-03  2.955800E-03  2.999000E-03  4.908000E-04
  3.778500E-03  1.561000E-03  1.435700E-03  3.131600E-03  2.016900E-03
  2.696500E-03  1.649100E-03  1.842100E-03  7.135600E-03  6.789700E-03
  9.019800E-03  7.292000E-03  2.859900E-03  3.672400E-03  1.816400E-03
  3.409000E-04  9.854800E-04  1.720000E-04  1.345600E-03  7.926400E-04
  1.781300E-04  3.707600E-04  9.560400E-04  2.341200E-04  3.116400E-04
  3.166400E-04  1.526600E-04  2.086100E-05  9.470300E-05 -5.064100E-06
  5.765100E-07 -6.082900E-06 -1.005900E-05 -7.644800E-06  2.525900E-06
  3.021800E-06  2.544800E-06  3.578500E-06  9.482200E-06 -1.751400E-06
  6.609600E-06 -7.212700E-07 -1.787100E-06  1.110600E-06  4.151500E-07
 -2.293900E-06 -5.934500E-07 -9.859400E-09 -8.673100E-08  6.906000E-07
  1.426600E-06  0.000000E+00 -1.670800E-07  0.000000E+00  3.591300E-07
 -1.154300E-07 -8.511200E-10  0.000000E+00 -1.130600E-06 -8.628200E-07
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -4.687000E-08
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.429100E-09
  0.000000E+00 -9.200700E-09  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  2.366900E-07  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -1.345700E-08  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.598000E-08
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  3.033187E-08 -3.373926E-08 -3.174594E-08 -4.271620E-08  8.774185E-08
  3.686461E-07  5.844546E-07  1.193050E-06  2.366516E-06  1.750773E-06
  3.434160E-06  2.794148E-06  1.627671E-06  3.344419E-06  2.574548E-06
  1.832520E-06  1.208441E-06  1.157146E-06  1.449093E-06  1.110061E-06
  1.673654E-06  1.933280E-06  2.028836E-06  9.001567E-07  1.126251E-06
  1.042397E-06  1.390009E-06  2.137043E-06  2.204265E-06  8.589000E-07
  2.573159E-06  1.703051E-06  1.586449E-06  2.142014E-06  1.627638E-06
  2.049340E-06  1.731555E-06  1.869731E-06  3.681970E-06  3.170790E-06
  4.509900E-06  3.893928E-06  2.419475E-06  2.688197E-06  2.268684E-06
  9.569063E-07  1.319558E-06  7.060600E-07  1.883840E-06  1.402973E-06
  6.227425E-07  8.864872E-07  1.424500E-06  9.037032E-07  1.223810E-06
  7.631024E-07  7.185706E-07  2.918037E-07  3.628072E-07 -3.032991E-07
  6.102820E-08 -1.461782E-07 -6.425689E-08 -8.652385E-08  2.211678E-08
  9.676106E-08  9.578118E-08  6.960540E-08  6.892611E-08 -3.809120E-08
  4.699426E-08 -4.171826E-09 -2.903501E-08  2.721747E-08  4.128252E-09
 -1.674776E-08 -8.407406E-09 -9.804187E-11 -8.624531E-10  6.867326E-09
  3.368345E-08  0.000000E+00 -1.661444E-09  0.000000E+00  3.571189E-09
 -1.147836E-09 -8.463537E-12  0.000000E+00 -1.124269E-08 -8.579882E-09
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
