0.00001,0
0.0001,0
0.0005,0
0.00075,0
0.001,0
0.0012,0
0.0015,0
0.002,0
0.0025,0
0.003,0
0.004,0
0.005,0
0.0075,0
0.01,0
0.0253,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.125,0
0.15,0
0.175,0
0.2,0
0.225,0
0.25,0
0.275,0
0.3,0
0.325,0
0.35,0
0.375,0
0.4,0
0.45,0
0.5,0
0.55,0
0.6,0
0.625,0
0.65,0
0.7,0
0.75,0
0.8,0
0.85,0
0.9,0
0.925,0
0.95,0
0.975,0
1,0
1.01,0
1.02,0
1.03,0
1.04,0
1.05,0
1.06,0
1.07,0
1.08,0
1.09,0
1.1,0
1.11,0
1.12,0
1.13,0
1.14,0
1.15,0
1.175,0
1.2,0
1.225,0
1.25,0
1.3,0
1.35,0
1.4,0
1.45,0
1.5,0
1.59,0
1.68,0
1.77,0
1.86,0
1.94,0
2,0
2.12,0
2.21,0
2.3,0
2.38,0
2.47,0
2.57,0
2.67,0
2.77,0
2.87,0
2.97,0
3,0
3.05,0
3.15,0
3.5,0
3.73,0
4,0
4.75,0
5,0
5.4,0
6,0
6.25,0
6.5,0
6.75,0
7,0
7.15,0
8.1,0
9.1,0
10,0
11.5,0
11.9,0
12.9,0
13.75,0
14.4,0
15.1,0
16,0
17,0
18.5,0
19,0
20,0
21,0
22.5,0
25,0
27.5,0
30,0
31.25,0
31.75,0
33.25,0
33.75,0
34.6,0
35.5,0
37,0
38,0
39.1,0
39.6,0
41,0
42.4,0
44,0
45.2,0
47,0
48.3,0
49.2,0
50.6,0
52,0
53.4,0
59,0
61,0
65,0
67.5,0
72,0
76,0
80,0
82,0
90,0
100,0
108,0
115,0
119,0
122,0
186,0
192.5,0
207.5,0
210,0
240,0
285,0
305,0
550,0
670,0
683,0
950,0
1150,0
1500,0
1550,0
1800,0
2200,0
2290,0
2580,0
3000,0
3740,0
3900,0
6000,0
8030,0
9500,0
13000,0
17000,0
25000,0
30000,0
45000,0
50000,0
52000,0
60000,-0.0000923808
73000,-0.000152072
75000,-0.0000297427
82000,-0.000114924
85000,-0.0000376202
100000,-0.000261858
128300,-0.000574864
150000,-0.000544
200000,-0.00200899
270000,-0.00340667
330000,-0.00283914
400000,-0.00356447
420000,-0.00106371
440000,-0.00123485
470000,-0.00183263
499520,-0.00136553
550000,-0.00240807
573000,-0.00100431
600000,-0.00116518
670000,-0.00320402
679000,-0.000412863
750000,-0.00336376
820000,-0.00227772
861100,-0.00151453
875000,-0.000508859
900000,-0.000580047
920000,-0.000763728
1010000,-0.00271758
1100000,-0.00273626
1200000,-0.002993
1250000,-0.00140126
1317000,-0.0012257
1356000,-0.000945515
1400000,-0.000940013
1500000,-0.00237984
1850000,-0.00726798
2354000,-0.0103014
2479000,-0.00222423
3000000,-0.00904788
4304000,-0.0176671
4800000,-0.00358827
6434000,-0.00687638
8187300,-0.0021327
10000000,-0.00105282
12840000,0.000196435
13840000,-0.000128587
14550000,0.0000380859
15683000,-0.0000354091
17333000,0.0000114473
20000000,0.0000121188
