0.00001,0,
0.0001,0,
0.0005,0,
0.00075,0,
0.001,0,
0.0012,0,
0.0015,0,
0.002,0,
0.0025,0,
0.003,0,
0.004,0,
0.005,0,
0.0075,0,
0.01,0,
0.0253,0,
0.03,0,
0.04,0,
0.05,0,
0.06,0,
0.07,0,
0.08,0,
0.09,0,
0.1,0,
0.125,0,
0.15,0,
0.175,0,
0.2,0,
0.225,0,
0.25,0,
0.275,0,
0.3,0,
0.325,0,
0.35,0,
0.375,0,
0.4,0,
0.45,0,
0.5,0,
0.55,0,
0.6,0,
0.625,0,
0.65,0,
0.7,0,
0.75,0,
0.8,0,
0.85,0,
0.9,0,
0.925,0,
0.95,0,
0.975,0,
1,0,
1.01,0,
1.02,0,
1.03,0,
1.04,0,
1.05,0,
1.06,0,
1.07,0,
1.08,0,
1.09,0,
1.1,0,
1.11,0,
1.12,0,
1.13,0,
1.14,0,
1.15,0,
1.175,0,
1.2,0,
1.225,0,
1.25,0,
1.3,0,
1.35,0,
1.4,0,
1.45,0,
1.5,0,
1.59,0,
1.68,0,
1.77,0,
1.86,0,
1.94,0,
2,0,
2.12,0,
2.21,0,
2.3,0,
2.38,0,
2.47,0,
2.57,0,
2.67,0,
2.77,0,
2.87,0,
2.97,0,
3,0,
3.05,0,
3.15,0,
3.5,0,
3.73,0,
4,0,
4.75,0,
5,0,
5.4,0,
6,0,
6.25,0,
6.5,0,
6.75,0,
7,0,
7.15,0,
8.1,0,
9.1,0,
10,0,
11.5,0,
11.9,0,
12.9,0,
13.8,0,
14.4,0,
15.1,0,
16,0,
17,0,
18.5,9,0.0000095
19,0,
20,0,
21,0,
22.5,0,
25,0,
27.5,0,
30,0,
31.3,0,
31.8,0,
33.3,0,
33.8,0,
34.6,0,
35.5,0,
37,0,
38,0,
39.1,0,
39.6,0,
41,0,
42.4,0,
44,0,
45.2,0,
47,0,
48.3,0,
49.2,0,
50.6,0,
52,0,
53.4,0,
59,4,0
61,0,
65,0,
67.5,0,
72,0,
76,0,
80,0,
82,0,
90,1,0.00000057
100,1,0.00000035
108,0,
115,1,0.0000011
119,0,
122,5,0.0000006
186,1,0.0000024
193,1,0.0000022
208,5,0.00000027
210,0,
240,1,0.0000051
285,8,0.00000001
305,3,0.00000011
550,6,0.00000025
670,1,0.0000047
683,5,0.0000002
950,8,0.0000009
1150,1,0
1500,1,0.0000011
1550,1,0.0000032
1800,1,0
2200,1,0.0000042
2290,1,0.000006
2580,1,0.0000064
3000,1,0.0000051
3740,1,0.0000067
3900,2,0.0000012
6000,1,0.0000079
8030,1,0.0000098
9500,2,0.0000022
13000,2,0.0000071
17000,3,0.0000017
25000,3,0.000007
30000,4,0.0000018
45000,4,0.000008
50000,5,0.0000077
52000,5,0.0000038
60000,5,0.000008
73000,6,0.0000032
75000,6,0.0000041
82000,6,0.000005
85000,6,0.0000081
100000,6,0.000006
128000,7,0.0000014
150000,7,0.0000017
200000,7,0.0000014
270000,6,0.0000089
330000,6,0.0000023
400000,6,0.0000003
420000,5,0.0000077
440000,5,0.0000061
470000,5,0.0000032
500000,5,0.0000011
550000,4,0.0000078
573000,4,0.0000056
600000,4,0.0000037
670000,4,0.0000016
679000,3,0.0000091
750000,3,0.0000081
820000,3,0.0000055
861000,3,0.0000023
875000,3,0.0000018
900000,3,0.0000026
920000,3,0.0000025
1010000,3,0.0000009
1100000,2,0.0000084
1200000,2,0.0000063
1250000,2,0.0000051
1320000,2,0.0000041
1360000,2,0.0000032
1400000,2,0.0000022
1500000,2,0.0000017
1850000,1,0.0000095
2350000,1,0.0000054
2480000,1,0.0000026
3000000,1,0.0000004
4300000,5,0.00000097
4800000,3,0.0000003
6430000,1,0.00000075
8190000,8,0.000000043
10000000,2,0.000000088
12800000,6,0.0000000023
13800000,1,0.000000004
14600000,8,2.3E-10
15700000,4,6.5E-10
17300000,7,1E-11
20000000,5,3.4E-11
